Row Labels,Africa,Antarctica and Oceania (including Australasia) and Other,British Overseas,Europe: EU countries: All other EU countries,Europe: EU countries: European Union EU14,Europe: EU countries: European Union EU2,Europe: EU countries: European Union EU8,Europe: Non-EU countries: All other non-EU countries,Europe: United Kingdom,Middle East and Asia,The Americas and the Caribbean,TotalOri
E00074117,4,4,0,0,11,15,7,9,235,13,4,302
E00074118,8,0,0,1,9,2,0,0,279,8,2,309
E00074119,22,4,0,0,11,21,29,3,281,12,10,393
E00074120,9,0,0,0,13,10,14,7,310,14,11,388
E00074121,10,0,0,0,12,8,9,3,305,12,1,360
E00074122,7,0,0,0,1,8,13,5,173,14,0,221
E00074123,9,0,0,0,6,1,1,2,339,13,5,376
E00074124,8,2,0,0,0,4,8,0,294,11,1,328
E00074125,5,0,0,0,2,1,10,3,309,5,2,337
E00074126,13,1,0,0,12,7,15,0,314,9,4,375
E00074127,9,1,0,1,5,1,15,1,249,5,1,288
E00074128,15,1,0,0,11,5,11,0,272,7,0,322
E00074129,8,0,0,0,7,0,9,0,295,5,1,325
E00074130,0,2,0,0,4,6,3,1,320,18,1,355
E00074131,9,1,0,0,17,0,8,1,320,3,4,363
E00074132,15,0,0,1,4,8,2,0,286,0,4,320
E00074133,7,0,0,0,2,2,2,0,254,5,8,280
E00074134,0,0,0,0,12,0,6,2,279,5,1,305
E00074135,8,0,0,1,8,7,9,11,312,17,0,373
E00074136,3,1,0,0,3,5,1,1,299,3,1,317
E00074137,7,0,0,0,12,2,21,1,205,7,16,271
E00074138,0,1,0,0,3,7,6,1,266,4,3,291
E00074139,5,6,0,0,7,5,18,1,276,7,7,332
E00074140,8,1,0,0,10,0,7,3,216,6,4,255
E00074141,0,1,0,0,4,4,8,0,316,4,1,338
E00074142,0,2,0,0,2,7,8,1,304,6,1,331
E00074143,7,0,0,0,13,0,10,2,348,6,4,390
E00074144,5,0,0,0,4,11,3,0,285,5,4,317
E00074145,0,2,0,0,3,1,4,0,294,2,2,308
E00074146,7,5,0,0,12,8,11,1,316,13,9,382
E00074147,11,0,1,0,10,15,25,4,302,25,6,399
E00074148,8,1,0,1,6,6,11,0,266,9,2,310
E00074149,19,0,0,1,10,3,16,6,382,21,11,469
E00074150,15,0,0,0,5,8,14,3,191,18,12,266
E00074151,17,0,0,0,7,13,12,0,294,13,4,360
E00074152,3,0,0,1,7,9,9,2,229,15,9,284
E00074153,3,1,0,0,11,5,6,1,252,9,2,290
E00074154,15,0,1,0,13,3,9,0,312,9,9,371
E00074155,21,1,0,0,15,13,10,0,275,11,11,357
E00074156,20,1,0,2,15,5,16,1,259,8,7,334
E00074157,12,0,0,0,6,8,6,2,246,18,10,308
E00074158,7,0,0,0,4,14,9,0,280,5,7,326
E00074159,33,1,0,1,9,6,1,0,300,35,9,395
E00074160,19,0,0,2,15,6,6,7,261,19,8,343
E00074161,29,1,0,1,21,9,23,3,363,19,10,479
E00074162,16,0,0,1,5,6,9,2,238,29,9,315
E00074163,2,0,0,0,3,5,6,1,269,24,4,314
E00074164,8,2,0,0,3,8,2,7,264,8,6,308
E00074165,14,0,0,0,11,6,18,8,293,33,9,392
E00074166,10,0,0,0,19,4,13,2,314,13,19,394
E00074167,11,0,0,0,6,0,15,2,232,16,7,289
E00074168,4,0,0,0,18,2,10,0,243,5,1,283
E00074169,1,1,2,2,5,0,9,1,289,7,6,323
E00074170,17,2,0,1,6,7,11,6,327,0,15,392
E00074171,6,1,0,0,16,5,8,1,246,7,5,295
E00074172,4,0,0,0,18,15,26,5,249,14,6,337
E00074173,1,2,0,2,12,1,4,3,287,6,7,325
E00074174,10,4,0,0,28,16,43,2,296,8,11,418
E00074175,12,1,0,0,18,10,21,2,327,22,11,424
E00074176,3,1,0,0,16,3,20,4,245,10,8,310
E00074177,5,0,0,0,2,0,5,2,230,11,6,261
E00074178,15,2,0,0,22,3,14,2,248,10,12,328
E00074179,0,0,0,0,9,12,11,2,308,18,8,368
E00074180,23,0,1,1,18,16,16,3,298,15,8,399
E00074181,19,4,0,0,19,5,26,2,279,14,12,380
E00074182,14,0,0,0,16,2,8,7,183,8,11,249
E00074183,9,0,0,0,13,2,2,3,235,12,7,283
E00074184,10,0,0,0,7,3,4,0,276,5,4,309
E00074185,2,3,0,0,4,2,9,1,241,4,8,274
E00074186,10,1,0,1,25,5,24,2,257,0,21,346
E00074187,4,3,0,0,13,0,15,2,245,5,3,290
E00074188,4,0,0,0,7,1,10,1,199,4,5,231
E00074189,10,2,0,0,12,0,13,3,219,10,2,271
E00074190,4,1,0,2,9,5,8,0,302,10,2,343
E00074191,2,4,0,0,14,12,25,2,329,8,1,397
E00074193,7,0,0,0,6,8,13,5,311,17,15,382
E00074194,1,0,0,0,7,0,0,4,187,10,7,216
E00074195,8,0,0,2,5,7,27,3,206,25,3,286
E00074197,8,0,0,1,3,7,10,5,205,31,3,273
E00074198,8,0,0,0,2,12,24,4,252,41,4,347
E00074199,20,0,0,0,11,23,12,1,268,43,14,392
E00074200,20,0,0,2,5,0,10,2,263,47,9,358
E00074201,32,0,0,0,16,24,15,0,347,63,6,503
E00074202,20,0,0,0,12,4,27,6,311,49,9,438
E00074203,7,1,0,0,4,1,4,2,166,15,4,204
E00074204,27,0,0,0,22,15,18,2,358,40,11,493
E00074205,9,0,0,1,18,5,6,3,263,23,7,335
E00074206,19,2,0,1,15,1,28,6,248,28,5,353
E00074207,18,0,0,0,4,0,12,2,301,41,8,386
E00074208,17,0,0,0,14,4,16,5,264,36,3,359
E00074209,22,0,0,0,21,11,23,0,324,49,2,452
E00074210,35,0,0,0,3,5,30,0,319,18,3,413
E00074211,22,1,0,0,14,16,39,2,253,22,3,372
E00074212,10,1,0,1,6,0,12,0,289,30,3,352
E00074213,5,2,0,1,16,4,10,3,377,11,5,434
E00074214,4,0,0,1,17,10,46,5,269,57,8,417
E00074215,21,0,0,0,10,28,17,0,333,15,8,432
E00074216,6,0,0,0,0,14,14,1,261,10,2,308
E00074217,9,0,1,0,4,0,29,2,262,30,4,341
E00074218,22,1,0,0,21,10,17,12,163,24,8,278
E00074219,12,3,0,2,8,19,22,0,300,35,18,419
E00074220,8,0,0,2,14,21,26,2,304,57,12,446
E00074221,18,1,0,0,9,10,12,4,253,38,1,346
E00074222,7,0,0,0,1,0,9,3,211,12,7,250
E00074223,2,1,0,0,1,3,7,0,257,8,0,279
E00074224,5,2,0,0,4,4,7,1,207,10,0,240
E00074225,5,0,0,0,9,5,7,1,256,20,5,308
E00074226,5,0,0,0,2,8,20,3,236,12,0,286
E00074227,20,2,0,3,11,5,13,0,249,21,0,324
E00074228,6,5,0,1,15,1,9,1,239,7,9,293
E00074229,24,0,0,0,18,0,13,5,202,12,9,283
E00074230,8,4,0,1,30,2,8,5,359,8,4,429
E00074231,5,6,0,0,30,8,8,3,238,0,12,310
E00074232,3,1,0,0,6,0,3,0,183,1,4,201
E00074233,22,0,0,0,6,1,11,1,198,12,7,258
E00074234,3,6,0,0,9,0,0,3,243,5,10,279
E00074235,11,2,0,0,28,2,6,1,192,21,5,268
E00074236,9,4,0,1,32,2,7,2,260,6,12,335
E00074237,11,3,0,0,33,0,2,0,353,9,13,424
E00074238,4,3,0,0,16,1,8,1,273,11,8,325
E00074240,14,1,0,0,23,1,6,1,343,9,6,404
E00074241,0,2,0,0,16,0,1,1,367,7,4,398
E00074243,4,1,0,0,16,2,8,5,282,13,8,339
E00074244,4,0,0,0,28,6,9,1,300,12,12,372
E00074245,5,2,0,0,15,1,3,0,277,7,3,313
E00074246,1,3,0,0,14,0,6,0,306,2,5,337
E00074247,7,3,0,0,10,0,3,1,358,10,10,402
E00074248,5,2,0,0,14,0,5,4,293,3,8,334
E00074250,3,4,0,0,18,0,6,7,292,3,1,334
E00074251,7,0,0,0,23,0,0,0,287,3,7,327
E00074252,2,1,0,0,13,3,4,4,263,4,0,294
E00074253,4,1,0,0,29,1,13,6,241,9,9,313
E00074254,5,0,0,2,19,2,3,3,222,10,3,269
E00074255,6,1,0,0,5,0,3,0,148,7,2,172
E00074256,1,2,0,1,8,0,4,3,281,7,5,312
E00074257,5,0,0,1,18,1,6,3,300,3,8,345
E00074258,11,1,0,0,33,5,16,4,400,5,7,482
E00074259,9,0,0,1,11,2,19,3,178,5,6,234
E00074260,5,2,0,1,8,0,5,1,302,3,11,338
E00074261,4,3,0,0,9,1,0,2,330,5,7,361
E00074262,3,0,0,1,8,4,4,0,329,5,1,355
E00074263,8,1,0,0,25,3,3,1,304,4,11,360
E00074264,7,6,2,0,34,1,1,0,381,3,5,440
E00074265,9,0,0,0,30,0,9,2,304,0,12,366
E00074266,0,0,0,0,0,0,1,0,272,9,0,282
E00074267,0,1,0,0,5,0,6,0,259,5,2,278
E00074268,6,1,0,0,1,0,9,1,318,7,0,343
E00074269,0,0,0,0,5,0,0,0,274,8,0,287
E00074270,0,1,0,0,3,4,2,0,300,3,4,317
E00074271,0,1,0,1,9,3,5,0,256,15,1,291
E00074272,7,0,3,1,3,5,9,4,224,10,3,269
E00074273,7,0,0,0,9,0,12,4,288,9,4,333
E00074274,6,0,0,0,7,3,14,0,233,4,1,268
E00074275,9,1,0,0,6,0,1,2,402,7,1,429
E00074276,11,0,0,0,0,3,4,1,361,1,0,381
E00074277,2,0,0,1,2,7,5,0,314,4,0,335
E00074278,10,3,0,0,2,0,0,0,280,4,0,299
E00074279,4,1,0,0,1,1,2,2,453,13,0,477
E00074280,7,0,0,0,4,0,0,0,254,0,2,267
E00074281,3,1,0,2,3,5,2,0,251,0,0,267
E00074282,2,0,0,0,4,0,4,0,316,9,1,336
E00074283,2,2,0,0,2,5,1,0,284,9,6,311
E00074284,4,1,0,0,1,0,5,0,185,3,2,201
E00074285,10,0,0,0,5,2,7,0,259,6,7,296
E00074286,2,0,0,1,7,0,13,2,221,0,1,247
E00074287,6,0,0,0,4,0,11,1,261,7,2,292
E00074288,3,1,0,3,9,4,20,0,388,0,4,432
E00074289,0,0,0,0,7,8,2,0,266,3,0,286
E00074290,5,1,1,0,10,3,2,0,269,0,1,292
E00074291,3,1,0,1,2,0,3,3,230,2,2,247
E00074292,3,0,0,2,0,3,4,0,290,1,1,304
E00074293,1,0,0,1,5,0,1,3,345,4,1,361
E00074294,8,0,0,0,4,2,1,0,203,20,2,240
E00074295,5,1,0,1,3,2,2,1,366,3,0,384
E00074296,3,0,0,0,13,1,5,6,298,7,6,339
E00074297,3,1,0,0,9,5,6,0,395,21,7,447
E00074298,18,0,0,0,7,0,6,2,232,1,0,266
E00074299,4,0,0,0,5,3,13,0,261,3,7,296
E00074300,5,0,0,0,10,6,8,6,345,3,10,393
E00074301,11,8,1,0,5,0,2,1,289,19,2,338
E00074302,18,0,0,3,15,4,1,6,307,18,4,376
E00074303,6,0,0,0,10,0,4,1,193,4,4,222
E00074304,4,6,0,1,10,0,1,1,223,14,5,265
E00074306,4,1,0,0,14,0,7,2,219,18,0,265
E00074307,12,1,0,0,9,1,1,1,298,12,8,343
E00074308,0,0,0,0,13,1,3,1,249,7,1,275
E00074309,9,0,0,0,12,0,0,3,285,8,6,323
E00074310,15,4,0,0,15,0,0,1,213,15,6,269
E00074311,3,1,1,2,8,0,6,1,158,18,1,199
E00074312,8,2,0,0,8,2,2,4,175,19,4,224
E00074314,2,1,0,1,12,0,3,2,244,11,0,276
E00074315,12,4,0,0,7,0,1,2,232,17,5,280
E00074316,6,1,0,0,28,2,2,2,238,23,5,307
E00074317,4,0,0,0,11,0,0,2,312,12,0,341
E00074318,3,1,0,1,14,0,0,2,259,8,1,289
E00074319,7,0,0,0,9,0,2,1,302,17,4,342
E00074320,7,3,0,0,9,4,12,2,283,23,11,354
E00074321,4,1,0,0,22,0,3,3,258,18,5,314
E00074322,4,7,0,2,18,0,2,2,323,13,3,374
E00074323,6,2,1,4,9,0,0,3,277,15,4,321
E00074324,12,2,0,1,16,1,7,3,244,13,5,304
E00074325,8,2,1,0,12,0,8,3,193,12,3,242
E00074326,3,0,0,0,7,0,4,0,222,12,0,248
E00074327,0,0,0,0,10,0,2,0,153,10,4,179
E00074328,6,2,0,0,5,1,4,3,253,7,1,282
E00074329,7,1,0,3,6,0,1,0,303,15,4,340
E00074330,0,0,0,1,7,6,1,1,329,17,5,367
E00074331,5,6,0,1,14,1,1,9,350,69,6,462
E00074332,1,0,0,0,16,0,7,3,292,23,2,344
E00074333,12,3,1,0,22,3,11,0,318,9,6,385
E00074334,4,0,1,1,4,4,4,2,233,10,3,266
E00074335,1,0,0,0,9,2,4,1,284,14,1,316
E00074336,8,1,0,2,12,0,4,4,304,12,4,351
E00074337,1,2,0,6,8,0,5,3,223,20,3,271
E00074338,8,0,3,0,10,0,0,7,279,16,2,325
E00074339,0,1,0,2,7,0,2,6,275,18,4,315
E00074340,11,6,0,0,21,0,3,0,302,5,7,355
E00074341,10,1,0,0,9,4,5,0,287,13,5,334
E00074342,1,1,0,3,17,1,4,1,341,7,3,379
E00074343,10,0,0,2,6,0,11,1,197,7,3,237
E00074344,7,1,0,0,8,0,4,0,192,7,10,229
E00074345,6,3,0,0,9,0,1,0,247,2,1,269
E00074346,10,0,0,0,6,7,9,7,195,4,5,243
E00074347,16,0,0,0,15,0,2,4,284,12,0,333
E00074348,9,0,0,0,3,2,7,2,173,7,6,209
E00074349,0,1,0,2,5,4,5,2,274,8,4,305
E00074350,5,2,0,0,8,1,3,0,265,22,3,309
E00074351,8,0,0,1,9,0,3,2,240,15,0,278
E00074352,13,0,0,0,10,0,5,7,274,10,4,323
E00074353,6,6,0,0,7,0,3,1,271,6,4,304
E00074354,7,2,0,0,12,2,0,4,252,15,6,300
E00074355,6,3,0,0,17,0,0,0,254,16,0,296
E00074356,9,2,0,1,15,0,2,1,280,8,1,319
E00074357,2,0,0,1,14,5,4,1,288,11,3,329
E00074358,5,1,0,0,9,0,1,2,311,10,8,347
E00074359,5,0,0,0,9,0,7,0,239,6,0,266
E00074360,1,2,0,1,11,0,2,0,312,9,6,344
E00074361,8,3,0,2,12,0,3,2,331,12,0,373
E00074362,2,4,0,0,14,0,2,1,340,0,0,363
E00074363,2,2,0,0,0,0,0,3,314,8,1,330
E00074364,2,0,0,0,3,0,4,0,340,4,0,353
E00074365,2,0,0,0,2,0,5,0,287,3,0,299
E00074366,1,1,0,0,1,8,5,1,338,5,0,360
E00074367,5,2,0,0,6,0,19,5,346,0,5,388
E00074368,4,0,0,0,2,0,6,0,327,0,4,343
E00074369,0,1,0,1,5,6,6,0,254,2,0,275
E00074371,11,1,0,0,5,0,17,0,221,5,0,260
E00074372,1,1,0,0,0,2,13,4,289,11,6,327
E00074373,0,0,0,0,2,0,4,0,353,21,3,383
E00074374,1,0,0,0,3,0,3,0,291,0,1,299
E00074375,5,0,0,0,3,6,18,0,352,9,3,396
E00074376,0,0,0,0,2,4,5,2,307,4,1,325
E00074377,13,0,0,0,12,4,13,0,367,0,1,410
E00074378,3,0,0,1,4,3,0,2,284,3,7,307
E00074379,3,0,0,0,1,0,4,1,278,3,4,294
E00074380,0,1,0,0,3,3,0,0,274,2,0,283
E00074381,2,2,0,0,8,0,4,0,258,4,1,279
E00074382,0,0,0,0,1,0,0,0,293,0,3,297
E00074383,5,1,0,0,10,0,10,0,250,1,0,277
E00074384,5,3,0,0,5,2,2,3,284,0,2,306
E00074385,3,1,0,3,0,8,6,3,311,7,0,342
E00074386,0,0,0,0,3,0,8,0,315,1,0,327
E00074387,0,0,0,0,5,2,4,0,251,4,0,266
E00074388,0,0,0,0,0,0,2,1,251,0,1,255
E00074389,1,1,0,0,1,0,3,0,298,9,1,314
E00074390,1,1,0,0,1,0,3,2,216,17,1,242
E00074391,4,0,0,0,7,0,13,4,274,10,0,312
E00074392,2,0,0,0,6,0,8,0,298,9,0,323
E00074393,2,1,0,0,5,4,6,0,340,8,3,369
E00074394,3,0,0,0,6,10,10,0,199,0,1,229
E00074395,5,0,0,0,6,7,13,0,316,6,0,353
E00074396,1,0,0,0,3,2,7,3,301,7,3,327
E00074397,6,0,0,0,6,0,12,0,317,0,7,348
E00074398,0,1,0,0,7,25,3,2,296,9,1,344
E00074399,10,0,0,0,10,3,4,2,322,3,10,364
E00074400,20,1,0,0,25,1,4,0,434,23,7,515
E00074401,7,1,0,0,22,2,10,0,380,4,10,436
E00074402,4,1,0,2,14,0,11,1,336,4,6,379
E00074403,2,8,0,0,20,0,8,1,354,4,14,411
E00074404,9,3,0,1,8,0,13,8,308,16,4,370
E00074405,13,5,0,0,19,7,21,1,292,20,12,390
E00074406,13,1,0,0,10,0,23,6,359,22,6,440
E00074407,13,0,0,0,41,2,11,6,386,26,8,493
E00074408,10,0,0,0,21,0,13,6,355,45,3,453
E00074411,7,4,0,0,45,10,13,7,434,27,7,554
E00074412,13,0,0,0,14,0,17,6,251,16,7,324
E00074413,15,1,0,0,22,4,9,0,261,25,6,343
E00074414,6,1,0,0,19,0,3,1,223,11,8,272
E00074415,1,0,0,0,17,0,7,3,270,14,4,316
E00074416,19,0,0,0,9,3,1,5,276,26,3,342
E00074417,2,0,0,3,22,9,7,1,232,18,8,302
E00074418,3,1,0,0,25,0,8,1,171,16,11,236
E00074419,6,3,0,2,16,0,2,5,230,10,13,287
E00074420,10,3,0,0,23,4,8,4,290,11,8,361
E00074421,4,1,0,1,11,5,23,2,220,11,8,286
E00074422,6,0,0,0,13,3,4,1,249,3,1,280
E00074423,4,2,0,0,22,2,2,0,299,0,8,339
E00074424,7,1,0,2,18,3,0,3,194,8,0,236
E00074425,0,7,0,1,17,0,5,1,247,5,5,288
E00074426,1,0,0,0,15,3,12,1,240,4,9,285
E00074427,6,3,0,1,15,8,17,0,234,11,7,302
E00074428,1,1,0,0,13,1,0,0,297,5,1,319
E00074429,6,3,1,0,13,5,4,2,301,12,6,353
E00074430,5,0,0,1,18,7,7,0,282,10,5,335
E00074431,6,0,0,0,8,4,15,1,423,27,6,490
E00074432,1,1,0,1,13,6,1,3,313,4,4,347
E00074433,1,4,0,0,16,0,1,0,327,6,9,364
E00074434,12,0,0,0,7,0,8,5,275,9,0,316
E00074435,8,5,0,0,8,6,2,0,279,4,0,312
E00074436,2,0,2,0,17,3,5,1,340,22,8,400
E00074437,8,5,0,1,18,2,5,1,319,7,7,373
E00074438,8,0,0,0,16,3,7,3,378,10,3,428
E00074439,19,0,0,0,6,5,16,2,200,5,0,253
E00165771,29,4,1,2,26,6,14,3,335,29,18,467
E00165772,7,3,0,0,3,3,2,1,114,3,3,139
E00174043,7,0,0,0,30,3,9,2,303,33,15,402
E00174044,36,4,0,1,26,5,12,5,206,31,18,344
E00174046,14,1,0,2,23,1,12,7,229,56,6,351
E00174053,46,4,0,0,21,2,14,4,216,18,26,351
E00174058,38,1,0,0,11,0,10,3,222,9,16,310
E00174214,15,0,0,0,24,5,25,5,150,22,10,256
E00174215,39,2,0,0,28,2,11,2,170,8,17,279
E00174218,18,1,0,3,52,1,11,3,278,45,13,425
E00174220,0,1,0,1,6,1,0,0,109,9,4,131
E00174221,20,1,2,0,19,2,4,8,126,24,11,217
E00174225,10,0,0,0,15,0,15,3,102,12,7,164
E00174226,33,1,0,0,26,2,8,2,219,34,1,326
E00174228,41,1,0,0,10,4,4,3,248,27,4,342
E00174229,9,0,0,0,17,13,29,4,396,33,8,509
E00174231,8,3,2,3,47,10,4,2,205,55,11,350
E00174232,16,3,0,0,47,4,20,3,198,23,8,322
E00174234,10,0,0,1,44,11,20,2,231,32,13,364
E00174237,19,5,0,0,10,5,17,0,241,22,9,328
E00174239,12,0,0,0,13,4,0,0,59,13,2,103
E00174243,25,1,0,3,37,12,11,2,136,76,22,325
E00174245,7,3,0,1,8,1,4,0,153,5,6,188
E00174246,14,0,0,0,11,0,11,4,200,21,6,267
E00174248,20,1,1,1,18,2,11,2,121,13,3,193
E00174249,11,4,0,2,48,7,13,6,236,145,16,488
E00174251,55,0,0,0,33,13,48,2,346,44,12,553
E00174253,38,0,0,2,20,8,10,8,145,1,17,249
E00174254,33,0,0,0,22,8,18,0,166,15,8,270
E00174256,9,0,0,0,20,3,16,1,192,23,12,276
E00174257,5,0,0,0,37,2,23,3,240,55,4,369
E00174259,7,3,0,1,5,8,8,4,273,22,4,335
E00174260,21,1,0,0,14,1,9,0,111,42,10,209
E00174262,24,1,1,1,27,1,16,6,216,19,4,316
E00174263,5,1,0,0,17,1,18,6,101,16,3,168
E00174273,43,0,0,0,22,4,13,1,153,53,21,310
E00174275,2,6,0,0,13,0,2,3,142,7,7,182
E00174276,8,0,0,0,27,4,8,4,184,2,10,247
E00174277,6,0,0,0,32,3,4,5,175,11,13,249
E00174278,6,2,0,0,46,6,26,3,299,13,10,411
E00174279,8,1,0,0,10,0,15,2,166,17,16,235
E00174280,24,1,0,1,8,12,4,3,200,9,10,272
E00174281,45,0,0,0,15,0,0,1,203,16,3,283
E00174282,10,6,0,6,43,19,26,12,218,19,20,379
E00174283,9,1,0,0,14,0,8,3,268,14,14,331
E00174284,4,0,0,0,28,1,4,9,153,98,17,314
E00174286,6,2,0,0,5,1,5,3,233,7,2,264
E00174287,6,0,0,3,14,9,4,3,139,7,4,189
E00174288,44,0,0,0,25,5,11,3,209,7,12,316
E00174289,8,6,1,0,13,1,3,1,220,9,6,268
E00174290,78,0,0,0,7,0,13,3,229,23,7,360
E00174291,4,1,0,2,14,5,8,3,274,11,5,327
E00174292,11,0,0,2,26,4,14,5,188,21,12,283
E00174293,12,7,2,14,47,6,14,6,280,125,24,537
E00174294,39,1,0,1,37,3,16,11,181,81,16,386
E00174295,20,6,0,2,50,8,26,6,646,101,19,884
E00174296,18,0,2,8,47,10,9,9,202,64,9,378
E00174298,13,1,0,1,31,4,7,4,280,31,11,383
E00174299,21,2,0,7,29,2,16,15,167,19,11,289
E00174300,3,3,0,0,28,1,13,1,151,14,3,217
E00174302,4,1,0,0,15,2,5,4,91,24,4,150
E00174303,4,5,0,2,23,2,1,1,150,9,4,201
E00174304,9,1,0,0,15,0,6,0,174,8,3,216
E00174305,38,1,0,0,13,8,4,2,106,18,4,194
E00174306,11,0,0,0,6,1,0,0,252,18,12,300
E00174307,14,1,1,4,24,1,8,8,221,202,13,497
E00174309,3,1,0,2,12,2,0,2,113,12,11,158
E00174311,2,3,0,0,15,5,2,1,122,6,8,164
E00174312,6,2,0,1,21,1,4,0,231,16,4,286
E00174313,11,1,0,0,8,2,4,2,144,16,4,192
E00174314,4,0,1,0,12,1,5,0,163,7,5,198
E00174315,19,1,0,3,24,3,9,6,274,44,9,392
E00174316,4,0,0,1,22,4,16,2,175,29,9,262
E00174317,4,0,0,0,20,3,3,1,67,20,6,124
E00174318,3,1,0,0,9,0,4,1,86,15,3,122
E00174319,53,0,0,1,7,1,2,2,119,24,8,217
E00174320,28,0,0,0,11,6,16,0,222,12,20,315
E00174321,40,8,0,0,11,3,5,3,492,47,29,638
E00174322,76,0,1,0,15,0,3,0,148,12,3,258
E00174323,13,0,0,0,2,0,4,2,187,3,5,216
E00174324,15,0,1,29,25,5,9,4,258,180,14,540
E00174325,15,4,1,2,40,5,10,2,249,23,10,361
E00174326,36,0,0,0,25,18,25,4,236,77,21,442
E00174327,29,0,0,1,16,2,15,0,289,26,9,387
E00174328,8,1,0,1,22,2,5,3,184,25,6,257
E00174329,14,0,0,0,8,2,3,2,279,13,4,325
E00174331,3,2,0,0,2,0,0,0,111,1,1,120
E00174332,3,2,0,0,19,0,4,0,252,3,9,292
E00174333,3,0,0,0,23,3,7,1,208,11,2,258
E00178043,10,3,0,1,16,4,7,4,156,25,9,235
E00178044,7,0,2,9,47,1,13,3,268,244,26,620
E00178045,15,1,0,2,17,4,4,1,157,134,16,351
E00178046,39,10,3,8,91,11,38,32,1120,282,32,1666
E00178047,4,1,0,2,12,0,3,5,181,5,6,219
E00178048,21,6,0,4,15,3,7,9,62,35,11,173
E00178049,4,0,0,3,32,6,6,3,150,26,16,246
E00178050,151,1,1,1,19,0,12,0,247,7,4,443
E00178051,29,2,0,0,10,6,12,7,253,14,2,335
E00178052,3,3,1,0,13,3,1,1,230,18,3,276
E00178053,4,1,1,0,26,7,3,3,372,14,11,442
E00178054,24,0,0,0,40,0,11,5,127,5,5,217
E00178055,4,1,0,0,12,0,7,5,72,11,4,116
E00178056,17,1,0,10,50,6,23,8,598,158,22,893
E00178057,10,0,0,1,16,5,7,2,411,34,8,494
E00178058,6,8,0,0,11,0,4,0,96,15,4,144
E00178059,14,1,0,2,26,6,13,0,190,23,10,285
E00178060,13,6,0,2,43,2,9,9,236,18,20,358
E00178061,8,3,0,0,25,0,9,0,299,13,8,365
E00178062,28,4,0,0,26,39,10,1,207,44,5,364
E00178063,3,0,0,2,9,0,1,0,135,7,1,158
E00178064,31,14,1,1,55,8,22,16,1892,88,35,2163
E00178065,6,0,0,0,25,9,7,1,145,12,7,212
E00178066,16,9,0,2,30,11,10,7,313,93,11,502
E00178067,1,0,0,0,10,2,4,3,164,13,9,206
E00178068,4,3,0,0,19,7,1,0,121,7,1,163
E00178069,8,4,0,4,16,4,12,5,339,14,12,418
E00178070,0,1,0,0,5,0,7,0,257,3,1,274
E00178071,2,1,0,0,11,4,13,3,171,19,3,227
E00178072,24,0,0,0,32,0,13,9,182,103,28,391
E00178073,12,0,1,2,22,2,10,10,76,33,25,193
E00178074,0,3,1,0,15,1,3,1,338,8,6,376
E00178075,4,2,0,1,7,0,1,0,101,4,5,125
E00178076,11,1,0,2,34,4,12,9,163,20,20,276
E00178077,1,0,0,0,5,0,8,3,86,16,1,120
E00178078,92,0,0,0,10,2,5,1,141,10,0,261
E00178079,9,1,0,2,42,1,3,9,356,26,20,469
E00178080,156,0,0,1,28,1,20,4,304,16,7,537
E00178081,7,1,0,1,3,0,4,3,97,26,7,149
E00178082,4,2,0,0,15,11,10,2,213,4,4,265
E00178083,29,1,0,0,51,3,5,7,241,48,13,398
E00178084,11,3,2,1,32,17,38,7,407,21,14,553
E00178085,2,1,0,0,23,3,17,2,55,5,1,109
E00178086,3,5,0,0,24,4,4,1,207,19,18,285
E00178087,69,0,0,2,32,1,13,2,276,17,10,422
E00178088,3,3,0,1,7,2,4,1,87,9,2,119
E00178089,152,0,0,1,7,3,8,8,292,15,24,510
E00178090,11,4,1,2,18,0,4,2,110,10,2,164
E00178091,10,3,0,0,6,0,27,1,231,9,6,293
E00178092,6,2,0,0,20,8,10,7,364,15,12,444
E00178093,9,1,0,1,21,8,10,4,80,39,11,184
E00178094,7,1,0,0,4,3,6,9,107,7,6,150
E00178095,8,0,0,0,12,0,6,0,135,11,1,173
E00178096,6,0,1,0,18,6,6,6,159,32,4,238
E00178097,13,1,1,0,11,0,2,1,95,9,7,140
E00178098,19,1,0,0,14,3,3,1,224,20,7,292
E00178099,3,0,0,0,3,0,10,4,237,6,3,266
E00178100,5,0,0,0,25,1,5,0,198,8,2,244
E00178101,6,1,0,1,29,2,11,3,142,26,6,227
E00178102,20,1,0,0,6,4,29,1,313,13,5,392
E00178103,4,0,0,0,12,0,5,1,192,22,6,242
E00178104,17,3,0,0,3,3,13,3,280,0,1,323
E00178105,1,0,0,0,6,0,2,1,113,3,3,129
E00178106,13,13,0,0,27,0,6,4,509,26,15,613
E00178107,9,1,0,2,4,2,5,4,154,17,7,205
E00178108,26,1,0,0,14,0,11,7,428,40,7,534
E00178109,6,2,0,1,25,1,5,1,101,44,4,190
E00178110,0,1,0,1,8,0,7,0,163,25,0,205
E00178111,2,1,0,0,8,4,2,2,66,13,6,104
E00178112,14,4,1,3,60,7,15,10,202,74,25,415
E00178113,12,0,0,0,6,16,11,3,207,36,6,297
E00178114,29,3,2,2,53,5,16,6,454,120,36,726
E00178115,0,1,0,0,4,1,4,2,96,6,3,117
E00178116,47,0,0,0,10,1,4,1,73,11,8,155
E00178117,11,5,0,0,63,9,20,6,336,19,13,482
